date	AAPL	LULU	SPY	TSLA	TTWO	XOM
2024-02-29	-0.01854311030491873	0.029240643425823	0.052186909820852945	0.07790064669600238	-0.10913721457190828	0.02608093028924685
2024-03-31	-0.05128647471306702	-0.16365155118010688	0.03270198242531497	-0.12923524353897475	0.010617388519341686	0.11213148025227504
2024-04-30	-0.0067062707075933314	-0.07692304687692253	-0.04031973905547315	0.042607689739043275	-0.03825178614349101	0.017463939639680737
2024-05-31	0.13022244543944894	-0.13480314766047563	0.05057977521949231	-0.02837187354253501	0.12289057735301201	-0.0004866993288989985
2024-06-30	0.09555252027260641	-0.042597450057163644	0.03528004425537823	0.11118599982126098	-0.030369138804263174	-0.018250000359906426
2024-07-31	0.054410866053677065	-0.13404756246601635	0.01210917131402578	0.17278149180183244	-0.03189919955392406	0.030142292653510427
2024-08-31	0.03235351065100689	0.0031315145253452137	0.02336554840830951	-0.07739046902676983	0.07427096276644596	0.0025257966864491443
2024-09-30	0.017467185704938215	0.04578565856138206	0.021004661564918203	0.22194201175563166	-0.049471273686577444	-0.0061048686479598935
2024-10-31	-0.030429194218736244	0.09784406558236958	-0.008923450631287189	-0.045025412068364634	0.05211108032638778	-0.0037535175408490717
2024-11-30	0.051706921591011756	0.07640151135261108	0.05963340638822423	0.3814688622385134	0.16485285345580625	0.01840454727653018
2024-12-31	0.05515528335409714	0.19257156893526428	-0.024060182229797777	0.17000808915631316	-0.02282621796529183	-0.08808069093696724
2025-01-31	-0.057583307350378865	0.08313069281788699	0.026856408076720406	0.0018819576379678349	0.007768321716411508	-0.0068792031803492915
2025-02-28	0.025872484771082283	-0.11731053940959757	-0.012694734424863019	-0.2758773935575025	0.14268773653447409	0.05144451186773269
2025-03-31	-0.08150013035594195	-0.22578701649406674	-0.05571929400097875	-0.11543452131892018	-0.022313406089594423	0.06826541658750873
2025-04-30	-0.04335299480241872	-0.04341838709433965	-0.008670229175496758	0.08874826236685496	0.12579014390455368	-0.11183044999782155
2025-05-31	-0.05358405947543121	0.1695166609167491	0.0628449068528063	0.2278848417863253	-0.030173188427596642	-0.02260523364003242
2025-06-30	0.021508534553317693	-0.24975529176439815	0.051386188205714056	-0.08312644606383923	0.07322789205236102	0.053763394321865166
2025-07-31	0.01169769554123401	-0.15594748196906072	0.023031507308652444	-0.02955995259140498	-0.08284953621701929	0.035621504651745406
2025-08-31	0.11963886127221102	0.008327921902514523	0.02051959125720848	0.08304410748975077	0.04732190880035425	0.03326324229708888
2025-09-30	0.09688124576734491	-0.12002969653196094	0.03562036952182912	0.33201547825406585	0.10755768259770027	-0.013474448949918894
2025-10-31	0.061815142948609125	-0.04153318548781304	0.023837458474752493	0.026623485126352042	-0.0077023933550202095	0.014279367237194807
2025-11-30	0.032364264712395396	0.07998123564343751	0.0019499283249213573	-0.05780178787448975	-0.04017626083060377	0.0225069947188401
2025-12-31	-0.020692197973659177	0.14382672682475017	0.00826770828313328	0.05639625843450946	0.0481163733306611	0.04373705809963058
